Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[7]     49.5    0.00    0.01       1+100     dfs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<bool, std::allocator<bool> >&) [7]
                0.00    0.01   10201/10302       std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [6]
                0.00    0.00   10302/10310       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [41]
                0.00    0.00   10201/20503       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [32]
                0.00    0.00   10201/20503       std::vector<int, std::allocator<int> >::operator[](unsigned long) const [33]
                0.00    0.00   10100/10201       std::_Bit_reference::operator bool() const [49]
                0.00    0.00     101/101         std::_Bit_reference::operator=(bool) [150]
                                 100             dfs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<bool, std::allocator<bool> >&) [7]
-----------------------------------------------
                0.00    0.00   10100/818403      Graph::CreateRandomGraph(unsigned long, unsigned long, unsigned long) [11]
                0.00    0.00   10201/818403      Graph::EvenDeg() [13]
                0.00    0.00   20301/818403      Graph::printGraph() [12]
                0.00    0.00  777801/818403      Graph::EulerianCycle(std::vector<int, std::allocator<int> >&) [2]
[8]     25.0    0.01    0.00  818403         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [8]
-----------------------------------------------
                0.00    0.00   10100/818403      Graph::CreateRandomGraph(unsigned long, unsigned long, unsigned long) [11]
                0.00    0.00   10201/818403      Graph::EvenDeg() [13]
                0.00    0.00   20301/818403      Graph::printGraph() [12]
                0.00    0.00  777801/818403      Graph::EulerianCycle(std::vector<int, std::allocator<int> >&) [2]
[9]     25.0    0.01    0.00  818403         std::vector<int, std::allocator<int> >::operator[](unsigned long) [9]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[10]     1.9    0.00    0.00       1         Graph::parseFlags(int, char**) [10]
                0.00    0.00       1/1           Graph::CreateRandomGraph(unsigned long, unsigned long, unsigned long) [11]
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [214]
                0.00    0.00       3/3           std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [215]
                0.00    0.00       3/3           std::__new_allocator<char>::~__new_allocator() [211]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [313]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long, std::vector<int, std::allocator<int> > const&) [304]
                0.00    0.00       1/204         std::vector<int, std::allocator<int> >::~vector() [125]
                0.00    0.00       1/409         std::__new_allocator<int>::~__new_allocator() [106]
-----------------------------------------------
                0.00    0.00       1/1           Graph::parseFlags(int, char**) [10]
[11]     1.9    0.00    0.00       1         Graph::CreateRandomGraph(unsigned long, unsigned long, unsigned long) [11]
                0.00    0.00       1/1           Graph::printGraph() [12]
                0.00    0.00   10100/818403      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [8]
                0.00    0.00   10100/818403      std::vector<int, std::allocator<int> >::operator[](unsigned long) [9]
                0.00    0.00   10100/10100       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator[](unsigned long) [61]
                0.00    0.00    5050/5050        std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<unsigned long&, unsigned long&>(unsigned long&, unsigned long&) [79]
                0.00    0.00    5050/5106        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [66]
                0.00    0.00       1/1           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector() [307]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [295]
                0.00    0.00       1/5065        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [67]
                0.00    0.00       1/15          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [180]
                0.00    0.00       1/1           void std::shuffle<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [328]
                0.00    0.00       1/1           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [308]
-----------------------------------------------
                0.00    0.00       1/1           Graph::CreateRandomGraph(unsigned long, unsigned long, unsigned long) [11]
[12]     1.2    0.00    0.00       1         Graph::printGraph() [12]
                0.00    0.00   20301/818403      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [8]
                0.00    0.00   20301/818403      std::vector<int, std::allocator<int> >::operator[](unsigned long) [9]
                0.00    0.00   10403/10403       std::setw(int) [40]
-----------------------------------------------
                0.00    0.00       1/1           Graph::EulerianCycle(std::vector<int, std::allocator<int> >&) [2]
[13]     0.6    0.00    0.00       1         Graph::EvenDeg() [13]
                0.00    0.00   10201/818403      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [8]
                0.00    0.00   10201/818403      std::vector<int, std::allocator<int> >::operator[](unsigned long) [9]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [15]
[14]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [14]
                0.00    0.00       1/10303       std::operator+(std::_Bit_iterator const&, long) [3]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [280]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [236]
                0.00    0.00       1/3           unsigned long* std::__addressof<unsigned long>(unsigned long&) [216]
                0.00    0.00       1/10303       std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [43]
-----------------------------------------------
                0.00    0.00       1/1           isConnected(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [4]
[15]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [15]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [14]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [285]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [309]
-----------------------------------------------
                0.00    0.00      84/40428       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, unsigned long&, unsigned long&) [187]
                0.00    0.00   10100/40428       std::pair<int, int>::pair<unsigned long&, unsigned long&, true>(unsigned long&, unsigned long&) [78]
                0.00    0.00   30244/40428       std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<unsigned long&, unsigned long&>(unsigned long&, unsigned long&) [79]
[28]     0.0    0.00    0.00   40428         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [28]
-----------------------------------------------
                0.00    0.00   37869/37869       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [39]
[29]     0.0    0.00    0.00   37869         std::remove_reference<int&>::type&& std::move<int&>(int&) [29]
-----------------------------------------------
                0.00    0.00    8191/24573       void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [63]
                0.00    0.00   16382/24573       std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [175]
[30]     0.0    0.00    0.00   24573         std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [30]
-----------------------------------------------
                0.00    0.00      14/23545       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, unsigned long&, unsigned long&) [187]
                0.00    0.00      14/23545       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [188]
                0.00    0.00      39/23545       void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [160]
                0.00    0.00     202/23545       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [136]
                0.00    0.00    5012/23545       std::deque<int, std::allocator<int> >::push_back(int const&) [71]
                0.00    0.00    5036/23545       std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<unsigned long&, unsigned long&>(unsigned long&, unsigned long&) [79]
                0.00    0.00    5037/23545       std::vector<int, std::allocator<int> >::push_back(int const&) [74]
                0.00    0.00    8191/23545       void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [63]
[31]     0.0    0.00    0.00   23545         operator new(unsigned long, void*) [31]
-----------------------------------------------
                0.00    0.00   10201/20503       dfs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<bool, std::allocator<bool> >&) [7]
                0.00    0.00   10302/20503       isConnected(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [4]
[32]     0.0    0.00    0.00   20503         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [32]
-----------------------------------------------
                0.00    0.00   10201/20503       dfs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<bool, std::allocator<bool> >&) [7]
                0.00    0.00   10302/20503       isConnected(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [4]
[33]     0.0    0.00    0.00   20503         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [33]
-----------------------------------------------
                0.00    0.00      42/20257       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [188]
                0.00    0.00     117/20257       void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [160]
                0.00    0.00   10024/20257       std::deque<int, std::allocator<int> >::push_back(int const&) [71]
                0.00    0.00   10074/20257       std::vector<int, std::allocator<int> >::push_back(int const&) [74]
[34]     0.0    0.00    0.00   20257         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
-----------------------------------------------
                0.00    0.00      15/20229       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [180]
                0.00    0.00    5049/20229       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++(int) [81]
                0.00    0.00    5050/20229       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const [76]
                0.00    0.00    5050/20229       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [75]
                0.00    0.00    5065/20229       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [67]
[35]     0.0    0.00    0.00   20229         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [35]
-----------------------------------------------
                0.00    0.00   16382/16382       void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [63]
[36]     0.0    0.00    0.00   16382         std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [36]
-----------------------------------------------
                0.00    0.00       2/15214       bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [254]
                0.00    0.00      28/15214       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [188]
                0.00    0.00      28/15214       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [181]
                0.00    0.00    5052/15214       bool __gnu_cxx::operator< <int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [89]
                0.00    0.00   10104/15214       bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [68]
[37]     0.0    0.00    0.00   15214         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [37]
-----------------------------------------------
                0.00    0.00    5050/15148       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [80]
                0.00    0.00   10098/15148       void std::iter_swap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [84]
[38]     0.0    0.00    0.00   15148         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [38]
-----------------------------------------------
                0.00    0.00    2525/12623       void std::iter_swap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [97]
                0.00    0.00   10098/12623       std::pair<int, int>::swap(std::pair<int, int>&) [82]
[39]     0.0    0.00    0.00   12623         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [39]
                0.00    0.00   37869/37869       std::remove_reference<int&>::type&& std::move<int&>(int&) [29]
-----------------------------------------------
                0.00    0.00   10403/10403       Graph::printGraph() [12]
[40]     0.0    0.00    0.00   10403         std::setw(int) [40]
-----------------------------------------------
                0.00    0.00       1/10310       isConnected(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [4]
                0.00    0.00       1/10310       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [305]
                0.00    0.00       2/10310       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long, std::vector<int, std::allocator<int> > const&) [304]
                0.00    0.00       4/10310       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [256]
                0.00    0.00   10302/10310       dfs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<bool, std::allocator<bool> >&) [7]
[41]     0.0    0.00    0.00   10310         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [41]
-----------------------------------------------
                0.00    0.00       4/10307       std::_Bit_iterator::_Bit_iterator() [198]
                0.00    0.00   10303/10307       std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [43]
[42]     0.0    0.00    0.00   10307         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [42]
-----------------------------------------------
                0.00    0.00       1/10303       std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [14]
                0.00    0.00   10302/10303       std::vector<bool, std::allocator<bool> >::begin() [48]
[43]     0.0    0.00    0.00   10303         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [43]
                0.00    0.00   10303/10307       std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [42]
-----------------------------------------------
                0.00    0.00   10303/10303       std::operator+(std::_Bit_iterator const&, long) [3]
[44]     0.0    0.00    0.00   10303         std::_Bit_iterator::operator+=(long) [44]
                0.00    0.00   10303/10303       std::_Bit_iterator_base::_M_incr(long) [45]
-----------------------------------------------
                0.00    0.00   10303/10303       std::_Bit_iterator::operator+=(long) [44]
[45]     0.0    0.00    0.00   10303         std::_Bit_iterator_base::_M_incr(long) [45]
-----------------------------------------------
                0.00    0.00   10302/10302       std::_Bit_iterator::operator[](long) const [5]
[46]     0.0    0.00    0.00   10302         std::_Bit_iterator::operator*() const [46]
                0.00    0.00   10302/10302       std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [47]
-----------------------------------------------
                0.00    0.00   10302/10302       std::_Bit_iterator::operator*() const [46]
[47]     0.0    0.00    0.00   10302         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [47]
-----------------------------------------------
                0.00    0.00   10302/10302       std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [6]
[48]     0.0    0.00    0.00   10302         std::vector<bool, std::allocator<bool> >::begin() [48]
                0.00    0.00   10302/10303       std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [43]
-----------------------------------------------
                0.00    0.00     101/10201       isConnected(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [4]
                0.00    0.00   10100/10201       dfs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<bool, std::allocator<bool> >&) [7]
[49]     0.0    0.00    0.00   10201         std::_Bit_reference::operator bool() const [49]
-----------------------------------------------
                0.00    0.00       2/10158       bool __gnu_cxx::operator==<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [253]
                0.00    0.00      28/10158       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, unsigned long&, unsigned long&) [187]
                0.00    0.00    5050/10158       bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [90]
                0.00    0.00    5078/10158       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [85]
[50]     0.0    0.00    0.00   10158         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [50]
-----------------------------------------------
                0.00    0.00       1/10103       std::deque<int, std::allocator<int> >::begin() [297]
                0.00    0.00   10102/10103       std::deque<int, std::allocator<int> >::end() [54]
[51]     0.0    0.00    0.00   10103         std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [51]
-----------------------------------------------
                0.00    0.00   10102/10102       std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [53]
[52]     0.0    0.00    0.00   10102         std::deque<int, std::allocator<int> >::empty() const [52]
                0.00    0.00   10102/10102       std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [55]
-----------------------------------------------
                0.00    0.00   10102/10102       Graph::EulerianCycle(std::vector<int, std::allocator<int> >&) [2]
[53]     0.0    0.00    0.00   10102         std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [53]
                0.00    0.00   10102/10102       std::deque<int, std::allocator<int> >::empty() const [52]
-----------------------------------------------
                0.00    0.00       1/10102       std::deque<int, std::allocator<int> >::~deque() [299]
                0.00    0.00   10101/10102       std::deque<int, std::allocator<int> >::back() [59]
[54]     0.0    0.00    0.00   10102         std::deque<int, std::allocator<int> >::end() [54]
                0.00    0.00   10102/10103       std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [51]
-----------------------------------------------
                0.00    0.00   10102/10102       std::deque<int, std::allocator<int> >::empty() const [52]
[55]     0.0    0.00    0.00   10102         std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [55]
-----------------------------------------------
                0.00    0.00    5050/10101       void std::iter_swap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [97]
                0.00    0.00    5051/10101       main [1]
[56]     0.0    0.00    0.00   10101         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [56]
-----------------------------------------------
                0.00    0.00   10101/10101       std::deque<int, std::allocator<int> >::back() [59]
[57]     0.0    0.00    0.00   10101         std::_Deque_iterator<int, int&, int*>::operator*() const [57]
-----------------------------------------------
                0.00    0.00   10101/10101       std::deque<int, std::allocator<int> >::back() [59]
[58]     0.0    0.00    0.00   10101         std::_Deque_iterator<int, int&, int*>::operator--() [58]
                0.00    0.00      78/164         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [146]
-----------------------------------------------
                0.00    0.00   10101/10101       std::stack<int, std::deque<int, std::allocator<int> > >::top() [60]
[59]     0.0    0.00    0.00   10101         std::deque<int, std::allocator<int> >::back() [59]
                0.00    0.00   10101/10102       std::deque<int, std::allocator<int> >::end() [54]
                0.00    0.00   10101/10101       std::_Deque_iterator<int, int&, int*>::operator--() [58]
                0.00    0.00   10101/10101       std::_Deque_iterator<int, int&, int*>::operator*() const [57]
-----------------------------------------------
                0.00    0.00   10101/10101       Graph::EulerianCycle(std::vector<int, std::allocator<int> >&) [2]
[60]     0.0    0.00    0.00   10101         std::stack<int, std::deque<int, std::allocator<int> > >::top() [60]
                0.00    0.00   10101/10101       std::deque<int, std::allocator<int> >::back() [59]
-----------------------------------------------
                0.00    0.00   10100/10100       Graph::CreateRandomGraph(unsigned long, unsigned long, unsigned long) [11]
[61]     0.0    0.00    0.00   10100         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator[](unsigned long) [61]
-----------------------------------------------
                0.00    0.00    5048/10096       std::pair<std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type, std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type> std::make_pair<unsigned long, unsigned long>(unsigned long&&, unsigned long&&) [100]
                0.00    0.00    5048/10096       std::pair<unsigned long, unsigned long>::pair<unsigned long, unsigned long, true>(unsigned long&&, unsigned long&&) [98]
[62]     0.0    0.00    0.00   10096         unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&) [62]
-----------------------------------------------
                0.00    0.00    8191/8191        std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [175]
[63]     0.0    0.00    0.00    8191         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [63]
                0.00    0.00   16382/16382       std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [36]
                0.00    0.00    8191/8191        std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [64]
                0.00    0.00    8191/23545       operator new(unsigned long, void*) [31]
                0.00    0.00    8191/24573       std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [30]
-----------------------------------------------
                0.00    0.00    8191/8191        void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [63]
